EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,WR,172.65730333559125,10532.095503471066
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,NR,160.91710402159958,9815.943345317575
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,SR,155.67697164780594,9496.295270516162
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,NER,6.422842276750595,391.7933788817863
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,72.1243634694653,4399.586171637383
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,165.87799724261473,10118.557831799499
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,154.21373648504846,9407.037925587956
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,147.46307842498678,8995.247783924193
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,5.379852372356347,328.1709947137372
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,ER,100.89676099463803,6154.70242067292
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,WR,179.27457903265963,10935.749320992238
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,NR,190.34217982183299,11610.872969131811
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,SR,160.64877723035772,9799.575411051821
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,NER,9.78872730639244,597.1123656899389
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,120.69037049025053,7362.112599905282
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,268.34868511101286,16369.269791771785
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,235.0117886643436,14335.71910852496
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,229.7454495622262,14014.4724232958
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,8.371287259077599,510.64852280373356
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,ER,52.8703782288608,4864.074797055194
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,WR,133.87013741115612,12316.052641826363
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,NR,112.1027179407253,10313.450050546728
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,SR,116.27906275708523,10697.67377365184
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,NER,4.451070607241215,409.4984958661918
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,ER,60.80203305180628,5593.7870407661785
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,WR,160.10218438373886,14729.400963303975
